image_name,dir_name,speech,score,have_sub,left_top_x,left_top_y,right_top_x,right_top_y,left_bottom_x,left_bottom_y,right_bottom_x,right_bottom_y,frame_number,dir_number
frame_001896.jpg,assets\frames\1,之前的Ne多開心呀,0.9304081797599792,True,481.0,6.0,804.0,6.0,481.0,44.0,804.0,44.0,1896,1
frame_001908.jpg,assets\frames\1,之前的ie多開心呀,0.9383140206336976,True,480.0,6.0,804.0,6.0,480.0,44.0,804.0,44.0,1908,1
frame_001920.jpg,assets\frames\1,你也說過,0.9994150996208192,True,452.0,8.0,603.0,8.0,452.0,44.0,603.0,44.0,1920,1
frame_001956.jpg,assets\frames\1,也說過,0.9999032616615297,True,453.0,8.0,607.0,8.0,453.0,44.0,607.0,44.0,1956,1
frame_001968.jpg,assets\frames\1,我沒說過,0.866595447063446,True,564.0,3.0,716.0,3.0,564.0,44.0,716.0,44.0,1968,1
frame_001980.jpg,assets\frames\1,我浚說過,0.868586003780365,True,564.0,3.0,716.0,3.0,564.0,44.0,716.0,44.0,1980,1
frame_002208.jpg,assets\frames\1,你要是先退出,0.9979326128959656,True,504.0,1.0,740.0,0.0,504.0,44.0,740.0,44.0,2208,1
frame_002364.jpg,assets\frames\1,你真的要退出嗎,0.9409732818603516,True,507.0,4.0,773.0,4.0,507.0,44.0,773.0,44.0,2364,1
frame_002412.jpg,assets\frames\1,燈在間你呢,0.8482277989387512,True,544.0,4.0,735.0,4.0,544.0,42.0,735.0,42.0,2412,1
frame_002424.jpg,assets\frames\1,燈在間你妮呢,0.8709802031517029,True,544.0,4.0,735.0,4.0,544.0,42.0,735.0,42.0,2424,1
frame_002556.jpg,assets\frames\1,狗什麼不說話,0.8296332955360413,True,527.0,3.0,757.0,3.0,527.0,44.0,757.0,44.0,2556,1
frame_002640.jpg,assets\frames\1,今天也是為了等奶,0.9525463581085204,True,470.0,6.0,777.0,9.0,469.0,43.0,777.0,44.0,2640,1
frame_002676.jpg,assets\frames\1,直希,0.7730716466903687,True,601.0,4.0,680.0,4.0,601.0,44.0,680.0,44.0,2676,1
frame_002748.jpg,assets\frames\1,沒有我你們也做到了吧,0.9828453063964844,True,451.0,7.0,829.0,3.0,451.0,44.0,829.0,42.0,2748,1
frame_002760.jpg,assets\frames\1,沒有我奶們也做到了吧,0.9066444635391236,True,451.0,7.0,829.0,4.0,451.0,44.0,829.0,44.0,2760,1
frame_002832.jpg,assets\frames\1,想練習的話,0.9999117851257324,True,411.0,7.0,601.0,7.0,411.0,44.0,601.0,44.0,2832,1
frame_002952.jpg,assets\frames\1,別把責任丟給別,0.975470244884491,True,490.0,5.0,760.0,9.0,489.0,43.0,760.0,44.0,2952,1
frame_003000.jpg,assets\frames\1,但是,0.9999899864196776,True,462.0,5.0,541.0,1.0,464.0,44.0,543.0,44.0,3000,1
frame_003096.jpg,assets\frames\1,列說這種推卸責任的話,0.9004858136177063,True,456.0,8.0,828.0,8.0,456.0,42.0,828.0,42.0,3096,1
frame_003144.jpg,assets\frames\1,奶明明特別需要練習,0.9341005682945251,True,472.0,7.0,808.0,7.0,472.0,44.0,808.0,44.0,3144,1
frame_003180.jpg,assets\frames\1,可煮山奶都故,0.6472370624542236,True,436.0,10.0,737.0,13.0,436.0,38.0,737.0,41.0,3180,1
frame_003276.jpg,assets\frames\1,燈是在等如阿,0.989431083202362,True,528.0,6.0,755.0,6.0,528.0,44.0,755.0,44.0,3276,1
frame_003384.jpg,assets\frames\1,好好溝通一下好嗎,0.965588390827179,True,482.0,6.0,795.0,9.0,481.0,43.0,794.0,44.0,3384,1
frame_003420.jpg,assets\frames\1,難得之前都挺開心的,0.999884068965912,True,469.0,6.0,811.0,6.0,469.0,44.0,811.0,44.0,3420,1
frame_003432.jpg,assets\frames\1,推得之前都挺開心的,0.921554446220398,True,479.0,7.0,809.0,7.0,479.0,44.0,809.0,44.0,3432,1
frame_003492.jpg,assets\frames\1,小睦也這麼覺得吧,0.9211877584457396,True,492.0,9.0,789.0,6.0,492.0,44.0,789.0,43.0,3492,1
frame_003684.jpg,assets\frames\1,從浚覺得樂隊養,0.8550800085067749,True,451.0,5.0,708.0,9.0,451.0,43.0,708.0,44.0,3684,1
frame_003696.jpg,assets\frames\1,思過,0.9970458149909972,True,751.0,6.0,828.0,6.0,751.0,42.0,828.0,42.0,3696,1
frame_003720.jpg,assets\frames\1,從沒覺得樂隊有,0.8885406851768494,True,451.0,5.0,724.0,9.0,451.0,43.0,724.0,44.0,3720,1
frame_005100.jpg,assets\frames\1,我在這選,0.809351921081543,True,398.0,11.0,530.0,16.0,397.0,40.0,529.0,44.0,5100,1
frame_005160.jpg,assets\frames\1,手取度過充實的高中生活,0.9712384939193726,True,434.0,6.0,848.0,9.0,433.0,44.0,848.0,44.0,5160,1
frame_005208.jpg,assets\frames\1,燜,0.6054146885871887,True,581.0,10.0,617.0,10.0,581.0,39.0,617.0,39.0,5208,1
frame_005268.jpg,assets\frames\1,面試到此為止,0.9260641932487488,True,584.0,9.0,816.0,4.0,584.0,44.0,816.0,42.0,5268,1
frame_005352.jpg,assets\frames\1,好的,0.9999950528144836,True,539.0,4.0,617.0,4.0,539.0,44.0,617.0,44.0,5352,1
frame_005508.jpg,assets\frames\1,檔案成績也很好,0.9993108510971068,True,510.0,10.0,773.0,5.0,511.0,44.0,774.0,43.0,5508,1
frame_005532.jpg,assets\frames\1,責也很好,0.97160142660141,True,630.0,13.0,770.0,7.0,632.0,44.0,771.0,40.0,5532,1
frame_005592.jpg,assets\frames\1,札江泰紀,0.7254832983016968,True,263.0,18.0,390.0,21.0,262.0,42.0,389.0,44.0,5592,1
frame_005952.jpg,assets\frames\1,你弄東西,0.9839181303977966,True,507.0,6.0,703.0,6.0,507.0,44.0,703.0,44.0,5952,1
frame_005964.jpg,assets\frames\1,奶弄玉東西,0.7511779069900513,True,501.0,4.0,708.0,9.0,500.0,42.0,707.0,44.0,5964,1
frame_005976.jpg,assets\frames\1,郴弄玉東西,0.7177175283432007,True,504.0,8.0,707.0,8.0,504.0,42.0,707.0,42.0,5976,1
frame_006384.jpg,assets\frames\1,今天我們,0.9270792007446288,True,415.0,7.0,552.0,7.0,415.0,41.0,552.0,41.0,6384,1
frame_006396.jpg,assets\frames\1,位新衕學,0.876853346824646,True,713.0,6.0,867.0,3.0,714.0,44.0,868.0,42.0,6396,1
frame_006420.jpg,assets\frames\1,位新同學,0.8929542899131775,True,713.0,6.0,865.0,3.0,714.0,44.0,866.0,42.0,6420,1
frame_006468.jpg,assets\frames\1,我因為家庭的原因,0.9960116744041444,True,355.0,10.0,657.0,10.0,355.0,44.0,657.0,44.0,6468,1
frame_006576.jpg,assets\frames\1,請多指教,0.9998500347137452,True,561.0,3.0,715.0,0.0,562.0,44.0,716.0,43.0,6576,1
frame_006852.jpg,assets\frames\1,石頭,0.9978234767913818,True,599.0,8.0,679.0,8.0,599.0,44.0,679.0,44.0,6852,1
frame_006960.jpg,assets\frames\1,那膠,0.6608507633209229,True,507.0,10.0,572.0,10.0,507.0,41.0,572.0,41.0,6960,1
frame_006984.jpg,assets\frames\1,那麽,0.966572880744934,True,503.0,7.0,584.0,7.0,503.0,44.0,584.0,44.0,6984,1
frame_007056.jpg,assets\frames\1,智北較,0.6738007664680481,True,511.0,11.0,703.0,11.0,511.0,41.0,703.0,41.0,7056,1
frame_007092.jpg,assets\frames\1,智較,0.795653223991394,True,511.0,11.0,700.0,11.0,511.0,41.0,700.0,41.0,7092,1
frame_007116.jpg,assets\frames\1,不尚言,0.906342089176178,True,399.0,13.0,517.0,13.0,399.0,38.0,517.0,38.0,7116,1
frame_007176.jpg,assets\frames\1,是ooo,0.7892690896987915,True,645.0,9.0,715.0,13.0,644.0,33.0,714.0,37.0,7176,1
frame_007212.jpg,assets\frames\1,f,0.6935738325119019,True,321.0,3.0,352.0,3.0,321.0,18.0,352.0,18.0,7212,1
frame_007224.jpg,assets\frames\1,Fg9,0.6512228846549988,True,429.0,0.0,471.0,0.0,429.0,22.0,471.0,22.0,7224,1
frame_007236.jpg,assets\frames\1,元,0.9745279550552368,True,240.0,0.0,295.0,0.0,240.0,20.0,295.0,20.0,7236,1
frame_007260.jpg,assets\frames\1,瑞,0.8159756064414978,True,299.0,0.0,353.0,0.0,299.0,20.0,353.0,20.0,7260,1
frame_007668.jpg,assets\frames\1,糟了,0.9951775074005128,True,521.0,7.0,599.0,10.0,520.0,42.0,598.0,44.0,7668,1
frame_007692.jpg,assets\frames\1,糟了午休時間,0.997100830078125,True,521.0,10.0,760.0,5.0,522.0,44.0,760.0,43.0,7692,1
frame_007752.jpg,assets\frames\1,該先找誰交朋友呢,0.9963841438293456,True,489.0,4.0,795.0,4.0,489.0,44.0,795.0,44.0,7752,1
frame_008028.jpg,assets\frames\1,再見啦,0.7628983855247498,True,580.0,7.0,697.0,7.0,580.0,42.0,697.0,42.0,8028,1
frame_008040.jpg,assets\frames\1,傅見啦,0.7785302996635437,True,577.0,7.0,696.0,7.0,577.0,42.0,696.0,42.0,8040,1
frame_008268.jpg,assets\frames\1,請間,0.8462808132171631,True,465.0,6.0,541.0,6.0,465.0,44.0,541.0,44.0,8268,1
frame_008292.jpg,assets\frames\1,好呵阿好啊,0.7713869214057922,True,562.0,3.0,716.0,6.0,561.0,42.0,715.0,44.0,8292,1
frame_008436.jpg,assets\frames\1,可愛嗎,0.957446277141571,True,583.0,7.0,699.0,7.0,583.0,44.0,699.0,44.0,8436,1
frame_008448.jpg,assets\frames\1,挺可愛的,0.998904585838318,True,563.0,6.0,716.0,6.0,563.0,44.0,716.0,44.0,8448,1
frame_008592.jpg,assets\frames\1,千早好厲害,0.9957806468009948,True,543.0,4.0,735.0,9.0,542.0,42.0,734.0,44.0,8592,1
frame_008616.jpg,assets\frames\1,辛早又是,0.6775991916656494,True,508.0,4.0,665.0,13.0,506.0,37.0,663.0,44.0,8616,1
frame_008628.jpg,assets\frames\1,王早,0.7210303544998169,True,605.0,8.0,679.0,8.0,605.0,39.0,679.0,39.0,8628,1
frame_008640.jpg,assets\frames\1,千早真聰明,0.784457802772522,True,526.0,8.0,717.0,11.0,525.0,39.0,717.0,42.0,8640,1
frame_008700.jpg,assets\frames\1,不愧是千早,0.8790062665939331,True,543.0,3.0,736.0,3.0,543.0,42.0,736.0,42.0,8700,1
frame_008748.jpg,assets\frames\1,沒有這回事啦,0.950614869594574,True,524.0,4.0,756.0,4.0,524.0,44.0,756.0,44.0,8748,1
frame_008832.jpg,assets\frames\1,叫我愛音就行,0.9988522529602052,True,527.0,4.0,740.0,10.0,526.0,43.0,739.0,44.0,8832,1
frame_008856.jpg,assets\frames\1,那就愛音,0.9997655153274536,True,560.0,6.0,711.0,3.0,561.0,44.0,712.0,43.0,8856,1
frame_008880.jpg,assets\frames\1,叫愛音也可愛,0.9978777766227722,True,527.0,4.0,755.0,7.0,527.0,42.0,754.0,44.0,8880,1
frame_009012.jpg,assets\frames\1,定挺不容易吧,0.9654335975646972,True,524.0,4.0,772.0,4.0,524.0,42.0,772.0,42.0,9012,1
frame_009228.jpg,assets\frames\1,我也覺得,0.9559875726699828,True,560.0,10.0,713.0,5.0,561.0,44.0,714.0,40.0,9228,1
frame_009312.jpg,assets\frames\1,沒有沒有,0.8838932514190674,True,565.0,9.0,713.0,5.0,566.0,44.0,714.0,41.0,9312,1
frame_009516.jpg,assets\frames\1,像小動物,0.9779811501502992,True,527.0,4.0,687.0,7.0,526.0,43.0,686.0,44.0,9516,1
frame_009660.jpg,assets\frames\1,好可愛,0.999444305896759,True,581.0,2.0,698.0,6.0,580.0,42.0,697.0,44.0,9660,1
frame_010320.jpg,assets\frames\1,翠校是挺多的,0.954570472240448,True,575.0,8.0,788.0,8.0,575.0,42.0,788.0,42.0,10320,1
frame_010536.jpg,assets\frames\1,PasPale雖然畢業,0.9960607886314392,True,483.0,8.0,792.0,11.0,483.0,44.0,792.0,44.0,10536,1
frame_010548.jpg,assets\frames\1,PasPae雖然畢業,0.9324877858161926,True,483.0,8.0,792.0,13.0,483.0,42.0,792.0,44.0,10548,1
frame_010704.jpg,assets\frames\1,大家真的都在搞樂隊啊,0.9651787877082824,True,456.0,13.0,828.0,7.0,456.0,44.0,828.0,44.0,10704,1
frame_010776.jpg,assets\frames\1,我姑,0.7149224281311035,True,423.0,10.0,492.0,10.0,423.0,41.0,492.0,41.0,10776,1
frame_010824.jpg,assets\frames\1,那你得先把結他彈單好,0.9619081616401672,True,471.0,8.0,808.0,8.0,471.0,42.0,808.0,42.0,10824,1
frame_010836.jpg,assets\frames\1,那你得先把結他單好,0.9575128555297852,True,471.0,8.0,808.0,8.0,471.0,42.0,808.0,42.0,10836,1
frame_010848.jpg,assets\frames\1,那你得先標結他彈單好,0.9352660179138184,True,471.0,8.0,808.0,8.0,471.0,42.0,808.0,42.0,10848,1
frame_010884.jpg,assets\frames\1,彈唱太難了啦,0.995685875415802,True,525.0,7.0,756.0,4.0,526.0,44.0,756.0,43.0,10884,1
frame_010932.jpg,assets\frames\1,彈唱太難啦,0.8964356184005737,True,525.0,0.0,757.0,0.0,525.0,44.0,757.0,44.0,10932,1
frame_010956.jpg,assets\frames\1,小燈應該沒有樂隊,0.9528666734695436,True,485.0,4.0,794.0,1.0,486.0,44.0,795.0,44.0,10956,1
frame_011028.jpg,assets\frames\1,愛音你呢,0.9768145084381104,True,563.0,6.0,720.0,6.0,563.0,44.0,720.0,44.0,11028,1
frame_011076.jpg,assets\frames\1,I肉,0.611960232257843,True,525.0,11.0,556.0,11.0,525.0,32.0,556.0,32.0,11076,1
frame_011136.jpg,assets\frames\1,你車過件麼樂計,0.6897934079170227,True,511.0,11.0,764.0,11.0,511.0,41.0,764.0,41.0,11136,1
frame_011184.jpg,assets\frames\1,算是結他主唱吧,0.9699888229370116,True,508.0,4.0,776.0,4.0,508.0,44.0,776.0,44.0,11184,1
frame_011208.jpg,assets\frames\1,算是結他全唱吧,0.988928496837616,True,508.0,4.0,773.0,4.0,508.0,42.0,773.0,42.0,11208,1
frame_011268.jpg,assets\frames\1,我也是我也是,0.9999873638153076,True,524.0,0.0,752.0,7.0,522.0,44.0,751.0,44.0,11268,1
frame_011304.jpg,assets\frames\1,要不要一起,0.9041396379470824,True,546.0,7.0,730.0,10.0,545.0,41.0,729.0,44.0,11304,1
frame_011400.jpg,assets\frames\1,過遺缺,0.7210712432861328,True,524.0,8.0,658.0,11.0,524.0,38.0,657.0,41.0,11400,1
frame_011412.jpg,assets\frames\1,過還缺,0.6574087142944336,True,524.0,8.0,658.0,11.0,524.0,38.0,657.0,41.0,11412,1
frame_011424.jpg,assets\frames\1,過還缺二,0.7635484933853149,True,524.0,8.0,668.0,11.0,524.0,38.0,668.0,41.0,11424,1
frame_011460.jpg,assets\frames\1,結他?,0.9980337023735046,True,578.0,2.0,682.0,0.0,580.0,44.0,683.0,44.0,11460,1
frame_011508.jpg,assets\frames\1,也就是說,0.9844096899032592,True,543.0,0.0,741.0,0.0,543.0,44.0,741.0,44.0,11508,1
frame_011568.jpg,assets\frames\1,要在角落啊,0.9645536541938782,True,545.0,8.0,733.0,8.0,545.0,44.0,733.0,44.0,11568,1
frame_011640.jpg,assets\frames\1,謝謝你,0.9962700009346008,True,580.0,2.0,700.0,8.0,578.0,43.0,699.0,44.0,11640,1
frame_011760.jpg,assets\frames\1,我回,0.9093224406242372,True,564.0,10.0,653.0,10.0,564.0,41.0,653.0,41.0,11760,1
frame_012132.jpg,assets\frames\1,明友,0.9584337472915648,True,573.0,10.0,647.0,10.0,573.0,41.0,647.0,41.0,12132,1
frame_012144.jpg,assets\frames\1,友,0.9992245435714722,True,575.0,10.0,641.0,10.0,575.0,41.0,641.0,41.0,12144,1
frame_012168.jpg,assets\frames\1,朋友也,0.8330556750297546,True,572.0,8.0,680.0,8.0,572.0,42.0,680.0,42.0,12168,1
frame_012672.jpg,assets\frames\1,他,0.8260066509246826,True,721.0,7.0,771.0,7.0,721.0,39.0,771.0,39.0,12672,1
frame_013248.jpg,assets\frames\1,個啦,0.9996902942657472,True,691.0,6.0,772.0,6.0,691.0,42.0,772.0,42.0,13248,1
frame_013284.jpg,assets\frames\1,是,0.9945183396339417,True,607.0,10.0,673.0,10.0,607.0,41.0,673.0,41.0,13284,1
frame_013380.jpg,assets\frames\1,：休育館,0.7964440584182739,True,534.0,18.0,643.0,6.0,537.0,44.0,646.0,37.0,13380,1
frame_013392.jpg,assets\frames\1,/雨,0.7468931674957275,True,424.0,14.0,577.0,11.0,424.0,44.0,578.0,41.0,13392,1
frame_013404.jpg,assets\frames\1,晴水,0.7507099509239197,True,397.0,14.0,457.0,14.0,397.0,44.0,457.0,44.0,13404,1
frame_013416.jpg,assets\frames\1,晴,0.9071438908576964,True,436.0,10.0,469.0,10.0,436.0,39.0,469.0,39.0,13416,1
frame_013428.jpg,assets\frames\1,18：80,0.7999428510665894,True,1110.0,2.0,1165.0,0.0,1111.0,21.0,1166.0,18.0,13428,1
frame_013464.jpg,assets\frames\1,王寸od.,0.8240128755569458,True,850.0,20.0,950.0,14.0,852.0,44.0,951.0,39.0,13464,1
frame_013476.jpg,assets\frames\1,Ut'if寸ot.,0.6831588745117188,True,823.0,19.0,988.0,8.0,825.0,44.0,990.0,33.0,13476,1
frame_013488.jpg,assets\frames\1,部貝167,0.7773904800415039,True,171.0,0.0,308.0,0.0,171.0,39.0,308.0,39.0,13488,1
frame_013524.jpg,assets\frames\1,部員千,0.677114725112915,True,772.0,3.0,867.0,3.0,772.0,27.0,867.0,27.0,13524,1
frame_013548.jpg,assets\frames\1,怎麼波有輕音部,0.8833368420600891,True,510.0,7.0,772.0,3.0,511.0,44.0,772.0,42.0,13548,1
frame_013620.jpg,assets\frames\1,要不去吹奏樂部看看,0.9119138717651368,True,472.0,10.0,808.0,10.0,472.0,44.0,808.0,44.0,13620,1
frame_013632.jpg,assets\frames\1,要不表吹奏樂部看看,0.7976680994033813,True,472.0,10.0,808.0,10.0,472.0,42.0,808.0,42.0,13632,1
frame_014904.jpg,assets\frames\1,效彈戰得真好啊,0.775263249874115,True,527.0,4.0,752.0,4.0,527.0,44.0,752.0,44.0,14904,1
frame_014916.jpg,assets\frames\1,奶彈戰得真好啊,0.8256115317344666,True,527.0,4.0,753.0,4.0,527.0,44.0,753.0,44.0,14916,1
frame_014940.jpg,assets\frames\1,你是吹奏樂部的人嗎,0.9920851588249208,True,467.0,1.0,811.0,4.0,467.0,44.0,810.0,44.0,14940,1
frame_015072.jpg,assets\frames\1,請問,0.9979098439216614,True,448.0,7.0,523.0,7.0,448.0,44.0,523.0,44.0,15072,1
frame_015180.jpg,assets\frames\1,抱款有點突然,0.9981003403663636,True,527.0,7.0,750.0,4.0,527.0,44.0,751.0,43.0,15180,1
frame_015216.jpg,assets\frames\1,那個我是高一A班的千早,0.9761341214179992,True,435.0,7.0,845.0,4.0,435.0,44.0,845.0,42.0,15216,1
frame_015300.jpg,assets\frames\1,千早同學?,0.9643174409866332,True,547.0,4.0,717.0,4.0,547.0,44.0,717.0,44.0,15300,1
frame_015324.jpg,assets\frames\1,可以我愛音,0.998357117176056,True,525.0,4.0,760.0,1.0,526.0,44.0,760.0,44.0,15324,1
frame_015336.jpg,assets\frames\1,可以叫我愛音,0.9763347506523132,True,525.0,6.0,754.0,1.0,526.0,44.0,755.0,44.0,15336,1
frame_015360.jpg,assets\frames\1,我正在尋找藥隊成長,0.9241481423377992,True,468.0,7.0,803.0,7.0,468.0,44.0,803.0,44.0,15360,1
frame_015384.jpg,assets\frames\1,我正在尋找樂隊成員,0.9867029190063475,True,469.0,7.0,805.0,7.0,469.0,44.0,805.0,44.0,15384,1
frame_015432.jpg,assets\frames\1,我是結他主唱,0.9987902641296388,True,527.0,4.0,752.0,4.0,527.0,44.0,752.0,44.0,15432,1
frame_015456.jpg,assets\frames\1,健無的話,0.7452965974807739,True,531.0,10.0,717.0,10.0,531.0,39.0,717.0,39.0,15456,1
frame_015468.jpg,assets\frames\1,不,0.9994096755981444,True,599.0,8.0,673.0,8.0,599.0,44.0,673.0,44.0,15468,1
frame_015492.jpg,assets\frames\1,你已經有藥隊子嗎,0.8390851020812988,True,489.0,7.0,793.0,7.0,489.0,44.0,793.0,44.0,15492,1
frame_015792.jpg,assets\frames\1,你也離開這裸急宜,0.7768902778625488,True,489.0,7.0,788.0,4.0,490.0,44.0,788.0,43.0,15792,1
frame_015816.jpg,assets\frames\1,奶也離開這種為宜,0.8353403806686401,True,491.0,7.0,788.0,7.0,491.0,44.0,788.0,44.0,15816,1
frame_016056.jpg,assets\frames\1,不行啊,0.8369631171226501,True,580.0,6.0,697.0,6.0,580.0,44.0,697.0,44.0,16056,1
frame_016128.jpg,assets\frames\1,怎麽辦呢,0.8633388876914978,True,564.0,4.0,720.0,4.0,564.0,44.0,720.0,44.0,16128,1
frame_016176.jpg,assets\frames\1,去l,0.7428824305534363,True,455.0,0.0,565.0,0.0,455.0,44.0,565.0,44.0,16176,1
frame_016188.jpg,assets\frames\1,去le,0.6252647042274475,True,455.0,0.0,565.0,0.0,455.0,44.0,565.0,44.0,16188,1
frame_016392.jpg,assets\frames\1,0U做RNG,0.8049280047416687,True,556.0,3.0,724.0,3.0,556.0,42.0,724.0,42.0,16392,1
frame_016404.jpg,assets\frames\1,Ou做RING,0.7357553839683533,True,556.0,4.0,724.0,4.0,556.0,44.0,724.0,44.0,16404,1
frame_016452.jpg,assets\frames\1,那就裝看看吧,0.8936460614204407,True,527.0,7.0,754.0,4.0,527.0,41.0,755.0,38.0,16452,1
frame_016812.jpg,assets\frames\1,先間問她吧,0.8589295148849487,True,541.0,0.0,737.0,0.0,541.0,44.0,737.0,44.0,16812,1
frame_016824.jpg,assets\frames\1,先問間她吧,0.9188069105148317,True,539.0,0.0,740.0,0.0,538.0,44.0,739.0,44.0,16824,1
frame_016920.jpg,assets\frames\1,到哪表子,0.7260424494743347,True,587.0,8.0,737.0,8.0,587.0,42.0,737.0,42.0,16920,1
frame_016944.jpg,assets\frames\1,到哪表了,0.72203129529953,True,587.0,8.0,737.0,8.0,587.0,42.0,737.0,42.0,16944,1
frame_017316.jpg,assets\frames\1,摔到碼,0.9240414500236512,True,568.0,7.0,717.0,4.0,568.0,42.0,718.0,39.0,17316,1
frame_017472.jpg,assets\frames\1,北麵北,0.6170656681060791,True,580.0,14.0,672.0,14.0,580.0,38.0,672.0,38.0,17472,1
frame_017592.jpg,assets\frames\1,垃圾,0.9536402225494384,True,600.0,10.0,674.0,7.0,601.0,41.0,675.0,38.0,17592,1
frame_017760.jpg,assets\frames\1,在嗎,0.9491580724716188,True,443.0,4.0,527.0,4.0,443.0,44.0,527.0,44.0,17760,1
frame_018132.jpg,assets\frames\1,全是創可貼嗎,0.8974665999412537,True,528.0,7.0,755.0,7.0,528.0,44.0,755.0,44.0,18132,1
frame_018192.jpg,assets\frames\1,我可以用嗎,0.9839895367622375,True,542.0,6.0,738.0,1.0,543.0,44.0,739.0,44.0,18192,1
frame_018336.jpg,assets\frames\1,這是紋頗企鵝,0.9066245555877686,True,528.0,6.0,751.0,6.0,528.0,44.0,751.0,44.0,18336,1
frame_018384.jpg,assets\frames\1,如看,0.8360438346862793,True,444.0,6.0,515.0,6.0,444.0,42.0,515.0,42.0,18384,1
frame_018432.jpg,assets\frames\1,地是阿,0.992260992527008,True,493.0,8.0,610.0,11.0,492.0,38.0,609.0,41.0,18432,1
frame_018768.jpg,assets\frames\1,倒是覺得,0.9475609064102172,True,467.0,4.0,615.0,4.0,467.0,44.0,615.0,44.0,18768,1
frame_018864.jpg,assets\frames\1,剎什麼沒自信,0.6202424168586731,True,526.0,0.0,758.0,5.0,525.0,43.0,757.0,44.0,18864,1
frame_018888.jpg,assets\frames\1,涮件麼沒自信,0.6414833664894104,True,526.0,0.0,758.0,5.0,525.0,43.0,757.0,44.0,18888,1
frame_018900.jpg,assets\frames\1,我良是在收集,0.926796853542328,True,521.0,3.0,755.0,3.0,521.0,44.0,755.0,44.0,18900,1
frame_019080.jpg,assets\frames\1,不過也正常,0.9104375839233398,True,544.0,4.0,729.0,4.0,544.0,42.0,729.0,42.0,19080,1
frame_019164.jpg,assets\frames\1,真的嗎,0.9891595840454102,True,581.0,9.0,697.0,5.0,582.0,44.0,698.0,40.0,19164,1
frame_019176.jpg,assets\frames\1,真的碼,0.8722841739654541,True,587.0,8.0,697.0,8.0,587.0,42.0,697.0,42.0,19176,1
frame_019212.jpg,assets\frames\1,南非鵝長盾企鵝,0.7445160150527954,True,487.0,8.0,792.0,8.0,487.0,42.0,792.0,42.0,19212,1
frame_019224.jpg,assets\frames\1,南非鵝長盾介企鵝,0.7695820331573486,True,487.0,8.0,792.0,8.0,487.0,42.0,792.0,42.0,19224,1
frame_019272.jpg,assets\frames\1,有國企鵝,0.9806305766105652,True,557.0,11.0,749.0,8.0,558.0,40.0,749.0,36.0,19272,1
frame_019284.jpg,assets\frames\1,還有國在企鵝,0.6658651232719421,True,529.0,11.0,749.0,8.0,530.0,41.0,749.0,38.0,19284,1
frame_019308.jpg,assets\frames\1,等下等下我不用這麽多,0.9557388424873352,True,447.0,7.0,836.0,4.0,447.0,44.0,836.0,44.0,19308,1
frame_019716.jpg,assets\frames\1,好像是北作一一任的部長喜歡的,0.9142723679542542,True,415.0,8.0,864.0,8.0,415.0,42.0,864.0,42.0,19716,1
frame_019728.jpg,assets\frames\1,好像是上,0.9801892042160034,True,415.0,7.0,579.0,7.0,415.0,42.0,579.0,42.0,19728,1
frame_019824.jpg,assets\frames\1,12月12日發現一,0.981146275997162,True,450.0,7.0,717.0,10.0,449.0,41.0,717.0,44.0,19824,1
frame_019836.jpg,assets\frames\1,12月12呂發現一,0.7232315540313721,True,452.0,10.0,716.0,10.0,452.0,39.0,716.0,39.0,19836,1
